filename,region_count,region_shape_attributes,Device,Species,Count,Sex,Latitude,Longitude
2021-09-05-10-29-37.jpg,1,"{""name"":""rect"",""x"":897,""y"":21,""width"":381,""height"":479}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.386616,36.965402
2021-09-05-10-29-50.jpg,1,"{""name"":""rect"",""x"":945,""y"":24,""width"":333,""height"":486}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.386616,36.965402
2021-09-05-10-29-53.jpg,1,"{""name"":""rect"",""x"":683,""y"":115,""width"":431,""height"":382}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.386616,36.965402
2021-09-05-10-29-57.jpg,1,"{""name"":""rect"",""x"":281,""y"":184,""width"":359,""height"":284}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.386616,36.965402
2021-09-05-10-30-00.jpg,1,"{""name"":""rect"",""x"":315,""y"":188,""width"":317,""height"":278}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.386616,36.965402
2021-09-05-10-37-34.jpg,1,"{""name"":""rect"",""x"":931,""y"":163,""width"":308,""height"":236}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.386616,36.965402
2021-09-05-17-50-56.jpg,1,"{""name"":""rect"",""x"":638,""y"":141,""width"":233,""height"":271}",Raspberry Pi 2,WATERBUCK,1,FEMALE,-0.386616,36.965402
2021-09-05-17-59-09.jpg,1,"{""name"":""rect"",""x"":903,""y"":135,""width"":376,""height"":295}",Raspberry Pi 2,BUSHBUCK,1,FEMALE,-0.386616,36.965402
2021-09-05-17-59-12.jpg,1,"{""name"":""rect"",""x"":1,""y"":369,""width"":30,""height"":74}",Raspberry Pi 2,BUSHBUCK,1,FEMALE,-0.386616,36.965402
2021-09-05-17-59-31.jpg,1,"{""name"":""rect"",""x"":777,""y"":244,""width"":261,""height"":170}",Raspberry Pi 2,BUSHBUCK,1,FEMALE,-0.386616,36.965402
2021-09-14-10-46-51.jpg,1,"{""name"":""rect"",""x"":1063,""y"":405,""width"":34,""height"":40}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.386405,36.964172
2021-09-14-10-46-55.jpg,1,"{""name"":""rect"",""x"":1035,""y"":388,""width"":45,""height"":55}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.386405,36.964172
2021-09-14-10-46-58.jpg,1,"{""name"":""rect"",""x"":1040,""y"":392,""width"":36,""height"":50}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.386405,36.964172
2021-09-14-10-49-27.jpg,1,"{""name"":""rect"",""x"":2,""y"":177,""width"":403,""height"":294}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.386405,36.964172
2021-09-14-12-22-56.jpg,1,"{""name"":""rect"",""x"":230,""y"":153,""width"":279,""height"":283}",Raspberry Pi 2,IMPALA,1,MALE,-0.386405,36.964172
2021-09-14-12-23-00.jpg,1,"{""name"":""rect"",""x"":859,""y"":307,""width"":90,""height"":130}",Raspberry Pi 2,IMPALA,1,MALE,-0.386405,36.964172
2021-09-14-17-58-12.jpg,1,"{""name"":""rect"",""x"":979,""y"":227,""width"":297,""height"":276}",Raspberry Pi 2,WATERBUCK,1,FEMALE,-0.386405,36.964172
2021-09-15-10-32-34.jpg,1,"{""name"":""rect"",""x"":943,""y"":341,""width"":63,""height"":107}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.386405,36.964172
2021-09-16-13-54-06.jpg,1,"{""name"":""rect"",""x"":928,""y"":396,""width"":72,""height"":49}",Raspberry Pi 2,MONKEY,1,CAN'T TELL,-0.386405,36.964172
2021-09-16-13-54-13.jpg,1,"{""name"":""rect"",""x"":904,""y"":394,""width"":84,""height"":45}",Raspberry Pi 2,MONKEY,1,CAN'T TELL,-0.386405,36.964172
2021-09-18-10-50-11.jpg,2,"{""name"":""rect"",""x"":725,""y"":277,""width"":182,""height"":179}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.386405,36.964172
2021-09-18-10-50-15.jpg,1,"{""name"":""rect"",""x"":125,""y"":144,""width"":401,""height"":329}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.386405,36.964172
2021-09-18-13-22-13.jpg,1,"{""name"":""rect"",""x"":284,""y"":238,""width"":331,""height"":249}",Raspberry Pi 2,WARTHOG,1,CAN'T TELL,-0.386405,36.964172
2021-09-21-12-19-48.jpg,1,"{""name"":""rect"",""x"":470,""y"":411,""width"":157,""height"":78}",Raspberry Pi 2,MONKEY,1,CAN'T TELL,-0.386616,36.965402
2021-09-21-12-22-32.jpg,1,"{""name"":""rect"",""x"":954,""y"":338,""width"":191,""height"":111}",Raspberry Pi 2,WARTHOG,1,CAN'T TELL,-0.386616,36.965402
2021-09-21-18-00-25.jpg,1,"{""name"":""rect"",""x"":667,""y"":286,""width"":204,""height"":183}",Raspberry Pi 2,BUSHBUCK,1,MALE,-0.386616,36.965402
2021-09-22-14-45-43.jpg,1,"{""name"":""rect"",""x"":462,""y"":357,""width"":711,""height"":348}",Raspberry Pi 2,MONKEY,1,CAN'T TELL,-0.386616,36.965402
2021-09-22-14-50-18.jpg,1,"{""name"":""rect"",""x"":128,""y"":415,""width"":85,""height"":98}",Raspberry Pi 2,MONKEY,1,CAN'T TELL,-0.386616,36.965402
2021-09-22-14-50-22.jpg,1,"{""name"":""rect"",""x"":164,""y"":457,""width"":31,""height"":42}",Raspberry Pi 2,MONKEY,1,CAN'T TELL,-0.386616,36.965402
2021-09-22-14-50-34.jpg,1,"{""name"":""rect"",""x"":140,""y"":408,""width"":302,""height"":196}",Raspberry Pi 2,MONKEY,1,CAN'T TELL,-0.386616,36.965402
2021-09-22-14-50-38.jpg,1,"{""name"":""rect"",""x"":10,""y"":413,""width"":289,""height"":186}",Raspberry Pi 2,MONKEY,1,CAN'T TELL,-0.386616,36.965402
2021-09-22-14-51-27.jpg,1,"{""name"":""rect"",""x"":196,""y"":460,""width"":35,""height"":39}",Raspberry Pi 2,MONKEY,1,CAN'T TELL,-0.386616,36.965402
2021-09-22-14-54-35.jpg,1,"{""name"":""rect"",""x"":202,""y"":439,""width"":81,""height"":51}",Raspberry Pi 2,MONKEY,1,CAN'T TELL,-0.386616,36.965402
2021-09-22-14-57-59.jpg,1,"{""name"":""rect"",""x"":452,""y"":426,""width"":45,""height"":51}",Raspberry Pi 2,MONKEY,1,CAN'T TELL,-0.386616,36.965402
2021-09-22-14-58-17.jpg,1,"{""name"":""rect"",""x"":898,""y"":371,""width"":332,""height"":334}",Raspberry Pi 2,MONKEY,1,CAN'T TELL,-0.386616,36.965402
2021-09-22-15-17-17.jpg,1,"{""name"":""rect"",""x"":2,""y"":494,""width"":185,""height"":216}",Raspberry Pi 2,MONKEY,1,CAN'T TELL,-0.386616,36.965402
2021-09-22-15-23-22.jpg,1,"{""name"":""rect"",""x"":948,""y"":421,""width"":328,""height"":296}",Raspberry Pi 2,MONKEY,1,CAN'T TELL,-0.386616,36.965402
2021-09-22-15-31-07.jpg,1,"{""name"":""rect"",""x"":1000,""y"":367,""width"":94,""height"":58}",Raspberry Pi 2,MONKEY,1,CAN'T TELL,-0.386616,36.965402
2021-09-23-07-06-16.jpg,1,"{""name"":""rect"",""x"":853,""y"":330,""width"":219,""height"":118}",Raspberry Pi 2,BUSHBUCK,1,FEMALE,-0.386616,36.965402
2021-09-23-08-36-29.jpg,1,"{""name"":""rect"",""x"":534,""y"":283,""width"":174,""height"":209}",Raspberry Pi 2,BUSHBUCK,1,MALE,-0.386616,36.965402
2021-09-23-08-36-33.jpg,1,"{""name"":""rect"",""x"":782,""y"":184,""width"":214,""height"":318}",Raspberry Pi 2,BUSHBUCK,1,MALE,-0.386616,36.965402
2021-09-23-08-36-36.jpg,1,"{""name"":""rect"",""x"":835,""y"":233,""width"":193,""height"":283}",Raspberry Pi 2,BUSHBUCK,1,MALE,-0.386616,36.965402
2021-09-23-08-36-58.jpg,1,"{""name"":""rect"",""x"":734,""y"":215,""width"":295,""height"":289}",Raspberry Pi 2,BUSHBUCK,1,MALE,-0.386616,36.965402
2021-09-23-08-37-01.jpg,1,"{""name"":""rect"",""x"":756,""y"":222,""width"":267,""height"":282}",Raspberry Pi 2,BUSHBUCK,1,MALE,-0.386616,36.965402
2021-09-23-08-37-05.jpg,1,"{""name"":""rect"",""x"":744,""y"":220,""width"":282,""height"":299}",Raspberry Pi 2,BUSHBUCK,1,MALE,-0.386616,36.965402
2021-09-23-08-37-17.jpg,1,"{""name"":""rect"",""x"":782,""y"":216,""width"":239,""height"":287}",Raspberry Pi 2,BUSHBUCK,1,MALE,-0.386616,36.965402
2021-09-23-08-37-24.jpg,1,"{""name"":""rect"",""x"":849,""y"":189,""width"":202,""height"":330}",Raspberry Pi 2,BUSHBUCK,1,MALE,-0.386616,36.965402
2021-09-23-08-37-33.jpg,1,"{""name"":""rect"",""x"":791,""y"":189,""width"":277,""height"":347}",Raspberry Pi 2,BUSHBUCK,1,MALE,-0.386616,36.965402
2021-09-23-08-37-37.jpg,1,"{""name"":""rect"",""x"":745,""y"":173,""width"":305,""height"":352}",Raspberry Pi 2,BUSHBUCK,1,MALE,-0.386616,36.965402
2021-09-23-08-37-40.jpg,1,"{""name"":""rect"",""x"":781,""y"":171,""width"":278,""height"":361}",Raspberry Pi 2,BUSHBUCK,1,MALE,-0.386616,36.965402
2021-09-23-09-08-37.jpg,1,"{""name"":""rect"",""x"":1057,""y"":212,""width"":220,""height"":218}",Raspberry Pi 2,BUSHBUCK,1,FEMALE,-0.386616,36.965402
2021-09-23-09-08-40.jpg,1,"{""name"":""rect"",""x"":842,""y"":283,""width"":297,""height"":160}",Raspberry Pi 2,BUSHBUCK,1,MALE,-0.386616,36.965402
2021-09-23-09-08-44.jpg,1,"{""name"":""rect"",""x"":515,""y"":326,""width"":184,""height"":138}",Raspberry Pi 2,BUSHBUCK,1,MALE,-0.386616,36.965402
2021-09-23-09-08-47.jpg,1,"{""name"":""rect"",""x"":394,""y"":374,""width"":120,""height"":98}",Raspberry Pi 2,BUSHBUCK,1,MALE,-0.386616,36.965402
2021-09-23-15-27-16.jpg,1,"{""name"":""rect"",""x"":691,""y"":340,""width"":211,""height"":116}",Raspberry Pi 2,WARTHOG,1,CAN'T TELL,-0.386616,36.965402
2021-09-23-15-27-19.jpg,1,"{""name"":""rect"",""x"":226,""y"":418,""width"":72,""height"":55}",Raspberry Pi 2,WARTHOG,1,CAN'T TELL,-0.386616,36.965402
2021-09-25-10-45-11.jpg,1,"{""name"":""rect"",""x"":1049,""y"":289,""width"":230,""height"":151}",Raspberry Pi 2,WARTHOG,1,CAN'T TELL,-0.386616,36.965402
2021-09-25-17-49-03.jpg,1,"{""name"":""rect"",""x"":1072,""y"":163,""width"":202,""height"":263}",Raspberry Pi 2,BUSHBUCK,1,MALE,-0.386616,36.965402
2021-09-25-17-49-12.jpg,1,"{""name"":""rect"",""x"":675,""y"":286,""width"":226,""height"":174}",Raspberry Pi 2,BUSHBUCK,1,MALE,-0.386616,36.965402
2021-09-25-17-49-16.jpg,1,"{""name"":""rect"",""x"":438,""y"":355,""width"":185,""height"":138}",Raspberry Pi 2,BUSHBUCK,1,MALE,-0.386616,36.965402
2021-09-29-13-36-35.jpg,1,"{""name"":""rect"",""x"":651,""y"":366,""width"":268,""height"":257}",Raspberry Pi 2,MONKEY,1,CAN'T TELL,-0.386616,36.965402
2021-09-29-13-37-34.jpg,1,"{""name"":""rect"",""x"":683,""y"":398,""width"":142,""height"":87}",Raspberry Pi 2,MONKEY,1,CAN'T TELL,-0.386616,36.965402
2021-09-29-17-57-33.jpg,1,"{""name"":""rect"",""x"":692,""y"":164,""width"":349,""height"":327}",Raspberry Pi 2,WATERBUCK,1,FEMALE,-0.386616,36.965402
2021-09-29-17-57-36.jpg,1,"{""name"":""rect"",""x"":1133,""y"":155,""width"":146,""height"":331}",Raspberry Pi 2,WATERBUCK,1,FEMALE,-0.386616,36.965402
2021-09-29-18-34-55.jpg,1,"{""name"":""rect"",""x"":762,""y"":231,""width"":281,""height"":254}",Raspberry Pi 2,BUSHBUCK,1,CAN'T TELL,-0.386616,36.965402
2021-10-02-15-31-16.jpg,1,"{""name"":""rect"",""x"":738,""y"":342,""width"":78,""height"":96}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.390772,36.9625
2021-10-02-15-31-19.jpg,1,"{""name"":""rect"",""x"":742,""y"":316,""width"":73,""height"":120}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.390772,36.9625
2021-10-02-15-35-19.jpg,1,"{""name"":""rect"",""x"":804,""y"":309,""width"":166,""height"":145}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.390772,36.9625
2021-10-02-15-35-23.jpg,1,"{""name"":""rect"",""x"":842,""y"":305,""width"":212,""height"":146}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.390772,36.9625
2021-10-02-15-35-26.jpg,1,"{""name"":""rect"",""x"":835,""y"":307,""width"":214,""height"":147}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.390772,36.9625
2021-10-02-15-35-33.jpg,1,"{""name"":""rect"",""x"":709,""y"":318,""width"":144,""height"":118}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.390772,36.9625
2021-10-02-15-35-36.jpg,1,"{""name"":""rect"",""x"":700,""y"":316,""width"":131,""height"":118}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.390772,36.9625
2021-10-02-15-35-40.jpg,1,"{""name"":""rect"",""x"":747,""y"":338,""width"":98,""height"":104}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.390772,36.9625
2021-10-02-15-35-55.jpg,1,"{""name"":""rect"",""x"":792,""y"":339,""width"":112,""height"":89}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.390772,36.9625
2021-10-02-15-35-59.jpg,1,"{""name"":""rect"",""x"":785,""y"":340,""width"":122,""height"":85}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.390772,36.9625
2021-10-02-15-36-02.jpg,1,"{""name"":""rect"",""x"":780,""y"":336,""width"":143,""height"":95}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.390772,36.9625
2021-10-02-15-36-06.jpg,1,"{""name"":""rect"",""x"":806,""y"":336,""width"":117,""height"":90}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.390772,36.9625
2021-10-02-15-36-09.jpg,1,"{""name"":""rect"",""x"":814,""y"":337,""width"":93,""height"":93}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.390772,36.9625
2021-10-02-15-36-12.jpg,1,"{""name"":""rect"",""x"":839,""y"":337,""width"":72,""height"":81}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.390772,36.9625
2021-10-02-15-36-16.jpg,1,"{""name"":""rect"",""x"":836,""y"":336,""width"":79,""height"":87}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.390772,36.9625
2021-10-02-15-36-22.jpg,1,"{""name"":""rect"",""x"":847,""y"":337,""width"":93,""height"":94}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.390772,36.9625
2021-10-02-15-46-58.jpg,1,"{""name"":""rect"",""x"":636,""y"":282,""width"":291,""height"":203}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.390772,36.9625
2021-10-02-15-47-01.jpg,1,"{""name"":""rect"",""x"":1041,""y"":262,""width"":236,""height"":228}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.390772,36.9625
2021-10-02-17-17-16.jpg,1,"{""name"":""rect"",""x"":224,""y"":304,""width"":193,""height"":243}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.390772,36.9625
2021-10-02-17-21-41.jpg,1,"{""name"":""rect"",""x"":994,""y"":340,""width"":58,""height"":54}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.390772,36.9625
2021-10-02-18-35-45.jpg,1,"{""name"":""rect"",""x"":509,""y"":90,""width"":629,""height"":559}",Raspberry Pi 2,WATERBUCK,1,FEMALE,-0.390772,36.9625
2021-10-02-18-35-48.jpg,1,"{""name"":""rect"",""x"":50,""y"":212,""width"":513,""height"":395}",Raspberry Pi 2,WATERBUCK,1,FEMALE,-0.390772,36.9625
2021-10-02-18-35-52.jpg,1,"{""name"":""rect"",""x"":994,""y"":340,""width"":58,""height"":54}",Raspberry Pi 2,WATERBUCK,1,FEMALE,-0.390772,36.9625
2021-10-08-06-21-50.jpg,1,"{""name"":""rect"",""x"":277,""y"":280,""width"":287,""height"":190}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.390772,36.9625
2021-10-08-07-18-25.jpg,1,"{""name"":""rect"",""x"":2,""y"":236,""width"":329,""height"":268}",Raspberry Pi 2,ZEBRA,1,CAN'T TELL,-0.390772,36.9625
2021-10-08-07-18-28.jpg,1,"{""name"":""rect"",""x"":382,""y"":220,""width"":379,""height"":260}",Raspberry Pi 2,ZEBRA,1,CAN'T TELL,-0.390772,36.9625
2021-10-08-07-18-32.jpg,1,"{""name"":""rect"",""x"":861,""y"":184,""width"":413,""height"":251}",Raspberry Pi 2,ZEBRA,1,CAN'T TELL,-0.390772,36.9625
2021-10-08-07-18-42.jpg,1,"{""name"":""rect"",""x"":328,""y"":37,""width"":750,""height"":545}",Raspberry Pi 2,ZEBRA,1,CAN'T TELL,-0.390772,36.9625
2021-10-08-07-18-52.jpg,1,"{""name"":""rect"",""x"":175,""y"":1,""width"":972,""height"":679}",Raspberry Pi 2,ZEBRA,1,CAN'T TELL,-0.390772,36.9625
2021-10-08-17-33-05.jpg,1,"{""name"":""rect"",""x"":746,""y"":210,""width"":392,""height"":222}",Raspberry Pi 2,ZEBRA,1,CAN'T TELL,-0.390772,36.9625
2021-10-08-17-33-08.jpg,1,"{""name"":""rect"",""x"":481,""y"":267,""width"":254,""height"":169}",Raspberry Pi 2,ZEBRA,1,CAN'T TELL,-0.390772,36.9625
2021-10-08-17-33-12.jpg,1,"{""name"":""rect"",""x"":312,""y"":297,""width"":204,""height"":150}",Raspberry Pi 2,ZEBRA,1,CAN'T TELL,-0.390772,36.9625
2021-10-08-17-34-19.jpg,1,"{""name"":""rect"",""x"":433,""y"":295,""width"":201,""height"":151}",Raspberry Pi 2,ZEBRA,1,CAN'T TELL,-0.390772,36.9625
2021-10-13-17-50-14.jpg,1,"{""name"":""rect"",""x"":3,""y"":324,""width"":257,""height"":291}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.390381,36.962063
2021-10-13-17-50-16.jpg,1,"{""name"":""rect"",""x"":150,""y"":333,""width"":332,""height"":258}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.390381,36.962063
2021-10-13-17-50-17.jpg,1,"{""name"":""rect"",""x"":397,""y"":334,""width"":178,""height"":201}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.390381,36.962063
2021-10-13-17-52-41.jpg,1,"{""name"":""rect"",""x"":531,""y"":348,""width"":134,""height"":155}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.390381,36.962063
2021-10-13-17-52-43.jpg,1,"{""name"":""rect"",""x"":537,""y"":348,""width"":118,""height"":157}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.390381,36.962063
2021-10-13-17-57-37.jpg,1,"{""name"":""rect"",""x"":1069,""y"":185,""width"":207,""height"":346}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.390381,36.962063
2021-10-14-06-05-28.jpg,1,"{""name"":""rect"",""x"":475,""y"":352,""width"":193,""height"":147}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.390381,36.962063
2021-10-14-06-05-30.jpg,1,"{""name"":""rect"",""x"":468,""y"":316,""width"":164,""height"":185}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.390381,36.962063
2021-10-14-06-05-31.jpg,1,"{""name"":""rect"",""x"":476,""y"":320,""width"":150,""height"":182}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.390381,36.962063
2021-10-14-06-05-33.jpg,1,"{""name"":""rect"",""x"":462,""y"":356,""width"":194,""height"":142}",Raspberry Pi 2,IMPALA,1,FEMALE,-0.390381,36.962063
